SCH_ID,SCH_NAME,SCH_CAT,SCH_TYPE,LAT,LONG,BARANGAY,MUNNAME,PROV,PSGC_MUNI,PSGC_BRGY,PSGC_PROV
134448,Ipil ES,ES,Public,5.911817,121.045494,Ipil,Maimbung,SULU,PH156605000,PH156605009,PH156600000
134455,Lidung ES,ES,Public,5.907414,120.975556,Kulasi,Maimbung,SULU,PH156605000,PH156605012,PH156600000
305037,Maimbung NHS,SHS,Public,5.908297,120.976425,Kulasi,Maimbung,SULU,PH156605000,PH156605012,PH156600000
134442,Bato-Ugis ES,ES,Public,5.914403,120.984292,Bato Ugis,Maimbung,SULU,PH156605000,PH156605002,PH156600000
134443,Bualo Kanjal PS,PS,Public,5.930353,121.021989,Laum Maimbung,Maimbung,SULU,PH156605000,PH156605017,PH156600000
134444,Bualoh Lipid ES,ES,Public,5.926914,121.014025,Bualo Lipid,Maimbung,SULU,PH156605000,PH156605004,PH156600000
134446,Datag Limbon PS,PS,Public,5.945581,121.015808,Ratag Limbon,Maimbung,SULU,PH156605000,PH156605006,PH156600000
134452,Lagasan Asibih PS Annex I,PS,Public,5.906336,120.968643,Lagasan Asibih,Maimbung,SULU,PH156605000,PH156605014,PH156600000
134453,Langtad ES,ES,Public,5.983706,121.007683,Tandu Patong,Maimbung,SULU,PH156605000,PH156605025,PH156600000
134454,Lapa ES,ES,Public,5.916311,121.000925,Lapa,Maimbung,SULU,PH156605000,PH156605020,PH156600000
134451,Lower Tambaking PS,PS,Public,5.926503,121.003928,Lower Tambaking,Maimbung,SULU,PH156605000,PH156605019,PH156600000
134458,Maimbung Higad ES,ES,Public,5.926886,121.027702,Poblacion (Maimbung),Maimbung,SULU,PH156605000,PH156605023,PH156600000
134459,Matatal ES,ES,Public,5.951919,121.012435,Matatal,Maimbung,SULU,PH156605000,PH156605021,PH156600000
217040,Mawaji ES,ES,Public,5.969564,121.013281,Tubig-Samin,Maimbung,SULU,PH156605000,PH156605026,PH156600000
134461,Patao PS,ES,Public,5.98589,121.034,Patao,Maimbung,SULU,PH156605000,PH156605022,PH156600000
134464,Sultan Jamalul Kiram CES,CES,Public,5.935228,121.021931,Laum Maimbung,Maimbung,SULU,PH156605000,PH156605017,PH156600000
134466,Tandu Patung ES,ES,Public,5.960189,121.002814,Tandu Patong,Maimbung,SULU,PH156605000,PH156605025,PH156600000
134465,Upper Tambaking PS,PS,Public,5.933054,120.996124,Upper Tambaking,Maimbung,SULU,PH156605000,PH156605027,PH156600000
217064,Usman PS,ES,Public,5.932106,121.036761,Gulangan,Maimbung,SULU,PH156605000,PH156605008,PH156600000
318408,Maimbung NHS(Extension),SHS,Public,5.93561,121.02029,Laum Maimbung,Maimbung,SULU,PH156605000,PH156605017,PH156600000
133751,Ansao Mem. ES,ES,Public,7.584031,124.068,Manggahan,Malabang,LANAO DEL SUR,PH153615000,PH153615044,PH153600000
133737,Cabasaran PS,PS,Public,7.615967,124.069264,Cabasaran (South),Malabang,LANAO DEL SUR,PH153615000,PH153615028,PH153600000
133753,Calimodan Vil. ES,ES,Public,7.590916,124.072337,Bps Village,Malabang,LANAO DEL SUR,PH153615000,PH153615018,PH153600000
133754,Calombog ES,ES,Public,7.578857,124.125542,Calumbog,Malabang,LANAO DEL SUR,PH153615000,PH153615029,PH153600000
133740,Jose Abad Santos CES,CES,Public,7.597111,124.07484,Jose Abad Santos,Malabang,LANAO DEL SUR,PH153615000,PH153615072,PH153600000
133742,Lower Pialot PS,PS,Public,7.6358,124.066658,Pialot,Malabang,LANAO DEL SUR,PH153615000,PH153615078,PH153600000
133743,Macaurandig PS,PS,Public,7.609139,124.091,Macuranding,Malabang,LANAO DEL SUR,PH153615000,PH153615073,PH153600000
133744,Madaya PS,PS,Public,7.610944,124.054364,Madaya,Malabang,LANAO DEL SUR,PH153615000,PH153605015,PH153600000
133756,Malabang Pilot CES,CES,Public,7.592493,124.072914,Campo Muslim,Malabang,LANAO DEL SUR,PH153615000,PH153615020,PH153600000
133757,Masao PS,PS,Public,7.607,124.10966,Masao,Malabang,LANAO DEL SUR,PH153615000,PH153615047,PH153600000
133745,Mauyag-Memo ES,ES,Public,7.625732,124.078467,Mananayo,Malabang,LANAO DEL SUR,PH153615000,PH153615043,PH153600000
133758,Ocsio Mem. ES,ES,Public,7.571931,124.079118,Diamaro,Malabang,LANAO DEL SUR,PH153615000,PH153615023,PH153600000
133748,Pialot PS,PS,Public,7.640875,124.074225,Pialot,Malabang,LANAO DEL SUR,PH153615000,PH153615078,PH153600000
133759,Stanie D. Kahler PS,PS,Public,7.598787,124.108131,Masao,Malabang,LANAO DEL SUR,PH153615000,PH153615047,PH153600000
133760,Tiongcop ES,ES,Public,7.591184,124.105574,Tiongcop,Malabang,LANAO DEL SUR,PH153615000,PH153615066,PH153600000
133750,Tubok ES,ES,Public,7.597483,124.065564,Tuboc,Malabang,LANAO DEL SUR,PH153615000,PH153615068,PH153600000
476002,"Felix A. Panganiban (FAP) Academy of the Philippines, Inc.",PES,Private,7.59785,124.07395,Jose Abad Santos,Malabang,LANAO DEL SUR,PH153615000,PH153615072,PH153600000
476003,"Immaculate Conception Learning Center, Balay sa Paglaum Inc.",PES,Private,7.59515,124.0742,Bacayawan,Malabang,LANAO DEL SUR,PH153615000,PH153613049,PH153600000
476001,"Lanao Educational Institute, Inc.",PES,Private,7.594683,124.0743,Jose Abad Santos,Malabang,LANAO DEL SUR,PH153615000,PH153615072,PH153600000
408515,Mahad Lanao Al-Islamie Integrated Department,MD,Private,7.593483,124.071933,Campo Muslim,MALABANG,LANAO DEL SUR,PH153615000,PH153615020,PH153600000
406067,"Spencers' Foundation School, Incorporated",PES,Private,7.632117,124.092133,Matalin,Malabang,LANAO DEL SUR,PH153615000,PH153615074,PH153600000
476005,Al-Shadiq Islamic School,MD,Private,7.5945,124.069733,Banday,Malabang,LANAO DEL SUR,PH153615000,PH153615080,PH153600000
406066,"Our Lady of Peace High School of Malabang,Inc.",PES,Private,7.591783,124.069067,Corahab,Malabang,LANAO DEL SUR,PH153615000,PH153615022,PH153600000
133746,Montay PS,PS,Public,7.632786,124.064125,Montay,Malabang,LANAO DEL SUR,PH153615000,PH153615049,PH153600000
324721,East Pagilidan NHS,JHS,Public,7.614803,124.070369,Cabasaran (South),Malabang,LANAO DEL SUR,PH153615000,PH153615028,PH153600000
324718,Hadja Maimona M. Balindong NHS,JHS,Public,7.572156,124.078865,Diamaro,Malabang,LANAO DEL SUR,PH153615000,PH153615023,PH153600000
318240,Malabang NHS,SHS,Public,7.591667,124.072344,Campo Muslim,Malabang,LANAO DEL SUR,PH153615000,PH153615020,PH153600000
304989,Mananayo NHS,SHS,Public,7.626751,124.079953,Mananayo,Malabang,LANAO DEL SUR,PH153615000,PH153615043,PH153600000
304987,Moriatao L'mbong NHS,JHS,Public,7.590408,124.095228,Masao,Malabang,LANAO DEL SUR,PH153615000,PH153615047,PH153600000
324724,Pumbaya NHS,JHS,Public,7.586667,124.066666,Manggahan,Malabang,LANAO DEL SUR,PH153615000,PH153615044,PH153600000
324723,Sultan Macapandi M. Padate Integrated NHS,JHS,Public,7.596931,124.066617,Tuboc,Malabang,LANAO DEL SUR,PH153615000,PH153615068,PH153600000
324701,Tubok NHS,JHS,Public,7.595925,124.066469,Tuboc,Malabang,LANAO DEL SUR,PH153615000,PH153615068,PH153600000
600164,MSU Malabang Community High School,SUC,SUC ,7.595527778,124.0646111,Tuboc,MALABANG,LANAO DEL SUR,PH153615000,PH153615068,PH153600000
476002,"Felix A. Panganiban (FAP) Academy of the Philippines, Inc.",PSHS,Private,7.59785,124.07395,Bacayawan,MALABANG,LANAO DEL SUR,PH153615000,PH153613049,PH153600000
476001,Lanao Educational Institute,PJHS,Private,7.594683333,124.0743,Jose Abad Santos,MALABANG,LANAO DEL SUR,PH153615000,PH153615072,PH153600000
406066,"Our Lady of Peace High School of Malabang,Inc.",PSHS,Private,7.591783333,124.0690667,Corahab,MALABANG,LANAO DEL SUR,PH153615000,PH153615022,PH153600000
133049,Abong-Abong ES,ES,Public,6.507703,121.910937,Abong-Abong,Maluso,BASILAN,PH150704000,PH150704001,PH150700000
133050,Batungal ES,ES,Public,6.558881,121.891303,Batungal,Maluso,BASILAN,PH150704000,PH150704002,PH150700000
133052,Calang ES,ES,Public,6.459806,121.913193,Calang Canas,Maluso,BASILAN,PH150704000,PH150704003,PH150700000
133053,Camanggaan ES,ES,Public,6.529683,121.89,Townsite (Pob.),Maluso,BASILAN,PH150704000,PH150704013,PH150700000
133054,Fuente ES,ES,Public,6.543331,121.890389,Fuente Maluso,Maluso,BASILAN,PH150704000,PH150704016,PH150700000
133061,Gaunan ES,ES,Public,6.5483,121.865947,Guanan South (Zone II),Maluso,BASILAN,PH150704000,PH150704005,PH150700000
133062,Landungan ES,ES,Public,6.590519,121.831512,Landugan,Maluso,BASILAN,PH150704000,PH150703029,PH150700000
133063,Laud ES,ES,Public,6.549175,121.871444,Port Holland Zone III Pob. (Samal Village),Maluso,BASILAN,PH150704000,PH150704011,PH150700000
133055,Maluso CES,CES,Public,6.542339,121.877333,Townsite (Pob.),Maluso,BASILAN,PH150704000,PH150704013,PH150700000
133056,Pali ES,ES,Public,6.481799,121.918676,Abong-Abong,Maluso,BASILAN,PH150704000,PH150704001,PH150700000
215005,Panglima Ladjamatli Tammang ES,ES,Public,6.494588,121.93116,Muslim Area,Maluso,BASILAN,PH150704000,PH150704008,PH150700000
133065,Port Holland CES,CES,Public,6.545683,121.871,Port Holland Zone I Pob. (Upper),Maluso,BASILAN,PH150704000,PH150704009,PH150700000
133066,Shipyard ES,ES,Public,6.543132,121.867378,Port Holland Zone II Pob. (Shipyard Main),Maluso,BASILAN,PH150704000,PH150704010,PH150700000
133067,Tamuk ES,ES,Public,6.466728,121.82424,Tamuk,Maluso,BASILAN,PH150704000,PH150704017,PH150700000
133057,Tubigan ES,ES,Public,6.519203,121.907647,Tubigan,Maluso,BASILAN,PH150704000,PH150704018,PH150700000
133058,Upper Garlayan ES,ES,Public,6.564131,121.909592,Upper Garlayan,Maluso,BASILAN,PH150704000,PH150704021,PH150700000
133059,Upper Mahayahay PS,ES,Public,,,Mahayahay Upper (Zone II),Maluso,BASILAN,PH150704000,PH150704019,PH150700000
133068,Upper Taberlongan ES,ES,Public,6.518525,121.89,Taberlongan,Maluso,BASILAN,PH150704000,PH150704015,PH150700000
304943,Maluso NHS,SHS,Public,6.542694,121.870311,Port Holland Zone I Pob. (Upper),Maluso,BASILAN,PH150704000,PH150704009,PH150700000
406059,Claret School of Maluso,PSHS,Private,6.539566667,121.8795667,Townsite (Pob.),Maluso,BASILAN,PH150704000,PH150704013,PH150700000
216633,"Assemb. Mama Masukat, Sr. ES",ES,Public,6.878388,124.500901,Manongkaling,Mamasapano,MAGUINDANAO,PH153820000,PH153820011,PH153800000
134130,Datu Tahir Ampatuan CES,CES,Public,6.893848,124.502117,Manongkaling,Mamasapano,MAGUINDANAO,PH153820000,PH153820011,PH153800000
216603,Guintawan ES,ES,Public,6.933099,124.535172,Pidsandawan,Mamasapano,MAGUINDANAO,PH153820000,PH153820013,PH153800000
216610,Hadji Salik Kalaing ES,ES,Public,6.921024,124.511285,Tukanalipao,Mamasapano,MAGUINDANAO,PH153820000,PH153820018,PH153800000
134132,Libutan ES,ES,Public,6.951927,124.494471,Libutan,Mamasapano,MAGUINDANAO,PH153820000,PH153820007,PH153800000
134133,Linantangan ES,ES,Public,6.930438,124.511799,Tukanalipao,Mamasapano,MAGUINDANAO,PH153820000,PH153820018,PH153800000
134135,Lusay ES,ES,Public,6.955847,124.549509,Lusay,Mamasapano,MAGUINDANAO,PH153820000,PH153820009,PH153800000
134136,Mamasapano CES,CES,Public,6.902277,124.519472,Mamasapano,Mamasapano,MAGUINDANAO,PH153820000,PH153820010,PH153800000
134137,Pidsandawan ES,ES,Public,6.936445,124.548682,Pidsandawan,Mamasapano,MAGUINDANAO,PH153820000,PH153820013,PH153800000
216634,Pimbalakan ES,ES,Public,6.939111,124.518112,Pimbalakan,Mamasapano,MAGUINDANAO,PH153820000,PH153820014,PH153800000
216635,Tatak ES,ES,Public,6.905677,124.545123,Sapakan,Mamasapano,MAGUINDANAO,PH153820000,PH153820016,PH153800000
216575,Tuka ES,ES,Public,6.908973,124.532667,Tuka,Mamasapano,MAGUINDANAO,PH153820000,PH153820017,PH153800000
318312,Datu Tahir Ampatuan NHS,SHS,Public,6.95111,124.494429,Libutan,Mamasapano,MAGUINDANAO,PH153820000,PH153820007,PH153800000
318341,Hadji Salik Kalaing NHS,JHS,Public,6.921926,124.512924,Tukanalipao,Mamasapano,MAGUINDANAO,PH153820000,PH153820018,PH153800000
305026,Mamasapano NHS,SHS,Public,6.892941,124.503165,Manongkaling,Mamasapano,MAGUINDANAO,PH153820000,PH153820011,PH153800000
318335,Maulana NHS,SHS,Public,6.938365,124.549413,Pidsandawan,Mamasapano,MAGUINDANAO,PH153820000,PH153820013,PH153800000
133934,Daladagan ES,ES,Public,6.709145,124.832072,Daladagan,Mangudadatu,MAGUINDANAO,PH153832000,PH153832001,PH153800000
216587,Kalian ES,ES,Public,6.693414,124.842741,Kalian,Mangudadatu,MAGUINDANAO,PH153832000,PH153832002,PH153800000
216589,Kalim ES,ES,Public,6.643715,124.879896,Paitan,Mangudadatu,MAGUINDANAO,PH153832000,PH153832004,PH153800000
133947,Tumbao CES,CES,Public,6.643757,124.781163,Tumbao,Mangudadatu,MAGUINDANAO,PH153832000,PH153832008,PH153800000
216663,Utto-Andao  ES,ES,Public,6.622332,124.774008,Panapan,Mangudadatu,MAGUINDANAO,PH153832000,PH153832005,PH153800000
318334,Mangudadatu NHS,SHS,Public,6.648005,124.784456,Tumbao,Mangudadatu,MAGUINDANAO,PH153832000,PH153832008,PH153800000
134767,Lupa Pula Pilot ES,ES,Public,6.977729,118.512654,Lupa Pula (Pob.),Mapun,TAWI-TAWI,PH157003000,PH157003004,PH157000000
345750,Mapun NHS,SHS,Public,6.991955,118.442545,Erok-erok,Mapun,TAWI-TAWI,PH157003000,PH157003013,PH157000000
600329,Mindanao State University - Mapun Extension,SUC,SUC ,,,Mahalo,Mapun,TAWI-TAWI,PH157003000,PH157003006,PH157000000
600304,MSU-TCTO Mapun High School,SUC,SUC ,,,Mahalo,Mapun,TAWI-TAWI,PH157003000,PH157003006,PH157000000
134771,Sapah ES,ES,Public,7.022577,118.491567,Sapa,Mapun (Cagayan De Tawi-Tawi),TAWI-TAWI,PH157003000,PH157003016,PH157000000
134754,Batutay ES,ES,Public,7.022562,118.524114,Guppah,Mapun (Cagayan De Tawi-Tawi),TAWI-TAWI,PH157003000,PH157003005,PH157000000
134756,Boki ES,ES,Public,6.985033,118.466358,Boki,Mapun (Cagayan De Tawi-Tawi),TAWI-TAWI,PH157003000,PH157003001,PH157000000
134759,Duhul Batu ES,ES,Public,7.045274,118.496874,Duhul Batu,Mapun (Cagayan De Tawi-Tawi),TAWI-TAWI,PH157003000,PH157003002,PH157000000
134763,Erok-Erok ES,ES,Public,6.992363,118.442105,Erok-erok,Mapun (Cagayan De Tawi-Tawi),TAWI-TAWI,PH157003000,PH157003013,PH157000000
134760,Guppah ES,ES,Public,7.031144,118.518743,Guppah,Mapun (Cagayan De Tawi-Tawi),TAWI-TAWI,PH157003000,PH157003005,PH157000000
134761,Imam Saat ES,ES,Public,6.993541,118.486283,Boki,Mapun (Cagayan De Tawi-Tawi),TAWI-TAWI,PH157003000,PH157003001,PH157000000
134764,Kompang ES,ES,Public,7.019169,118.449256,Kompang,Mapun (Cagayan De Tawi-Tawi),TAWI-TAWI,PH157003000,PH157003003,PH157000000
134766,Lubbak Parang ES,ES,Public,7.010389,118.507233,Lubbak Parang,Mapun (Cagayan De Tawi-Tawi),TAWI-TAWI,PH157003000,PH157003015,PH157000000
134768,Lupa Pula Annex,ES,Public,6.974282,118.514536,Liyubud,Mapun (Cagayan De Tawi-Tawi),TAWI-TAWI,PH157003000,PH157003014,PH157000000
134769,Mahalu ES,ES,Public,6.981494,118.501311,Mahalo,Mapun (Cagayan De Tawi-Tawi),TAWI-TAWI,PH157003000,PH157003006,PH157000000
134770,Pawan ES,ES,Public,6.989167,118.448316,Pawan,Mapun (Cagayan De Tawi-Tawi),TAWI-TAWI,PH157003000,PH157003007,PH157000000
134772,Sikub ES,ES,Public,7.014519,118.428181,Sikub,Mapun (Cagayan De Tawi-Tawi),TAWI-TAWI,PH157003000,PH157003008,PH157000000
134773,Surong Baiddin MS,ES,Public,7.002433,118.459542,Tabulian,Mapun (Cagayan De Tawi-Tawi),TAWI-TAWI,PH157003000,PH157003009,PH157000000
134775,Tanduan ES,ES,Public,6.996793,118.431663,Tanduan,Mapun (Cagayan De Tawi-Tawi),TAWI-TAWI,PH157003000,PH157003010,PH157000000
134776,Tuan Balahim ES,ES,Public,7.00164,118.499811,Lubbak Parang,Mapun (Cagayan De Tawi-Tawi),TAWI-TAWI,PH157003000,PH157003015,PH157000000
134762,Umus Mataha ES,ES,Public,7.026202,118.468359,Umus Mataha,Mapun (Cagayan De Tawi-Tawi),TAWI-TAWI,PH157003000,PH157003012,PH157000000
406082,Notre Dame of Cagayan,PJHS,Private,,,Lupa Pula (Pob.),MAPUN (CAGAYAN DE TAWI-TAWI),TAWI-TAWI,PH157003000,PH157003004,PH157000000
600088,Mindanao State University-Tawi Tawi,SUC,SUC ,,,Sanga-sanga,MAPUN (CAGAYAN DE TAWI-TAWI),TAWI-TAWI,PH157003000,PH157002030,PH157000000
600089,Tawi-Tawi Regional Agricultural College-Main,SUC,SUC ,,,Nalil,MAPUN (CAGAYAN DE TAWI-TAWI),TAWI-TAWI,PH157003000,PH157002045,PH157000000
254515,Abinal ES,ES,Public,7.974043,124.260733,Mantapoli,Marantao,LANAO DEL SUR,PH153616000,PH153616051,PH153600000
133334,Bacayawan ES,ES,Public,7.927363,124.221597,Bacayawan,Marantao,LANAO DEL SUR,PH153616000,PH153613049,PH153600000
133358,Bacong PS,PS,Public,7.982802,124.268419,Bacong,Marantao,LANAO DEL SUR,PH153616000,PH153616006,PH153600000
133359,Bae Simalao ES,ES,Public,7.96457,124.25236,Maul Ilian,Marantao,LANAO DEL SUR,PH153616000,PH153616097,PH153600000
133336,Bolao PS,PS,Public,7.940278,124.223056,Inudaran Campong,Marantao,LANAO DEL SUR,PH153616000,PH153616023,PH153600000
133337,Borocos PS,PS,Public,7.953144,124.217108,Cawayan Bacolod,Marantao,LANAO DEL SUR,PH153616000,PH153616005,PH153600000
133338,Bubong PS,PS,Public,7.93926,124.234,Bubong Madanding (Bubong),Marantao,LANAO DEL SUR,PH153616000,PH153616107,PH153600000
133339,Bubong-Madanding ES,ES,Public,7.940985,124.230705,Bubong Madanding (Bubong),Marantao,LANAO DEL SUR,PH153616000,PH153616107,PH153600000
133340,Calapad PS,PS,Public,7.935278,124.225,Inudaran Campong,Marantao,LANAO DEL SUR,PH153616000,PH153616023,PH153600000
215533,Calilangan PS,PS,Public,7.981274,124.268855,Bacong,Marantao,LANAO DEL SUR,PH153616000,PH153616006,PH153600000
133341,Camalig ES,ES,Public,7.95591,124.240608,Camalig Bubong,Marantao,LANAO DEL SUR,PH153616000,PH153616018,PH153600000
133342,Camalig Poblacion PS,PS,Public,7.956704,124.242647,Camalig (Pob.),Marantao,LANAO DEL SUR,PH153616000,PH153616022,PH153600000
133344,Cawayan ES,ES,Public,7.947415,124.231194,Cawayan Linuk,Marantao,LANAO DEL SUR,PH153616000,PH153616040,PH153600000
133360,Daaningud-Bacong ES,ES,Public,7.980864,124.262798,Daanaingud,Marantao,LANAO DEL SUR,PH153616000,PH153616026,PH153600000
133345,Dialongana PS,PS,Public,7.949271,124.229,Cawayan,Marantao,LANAO DEL SUR,PH153616000,PH153616025,PH153600000
133361,Ilian ES,ES,Public,7.963273,124.249457,Ilian,Marantao,LANAO DEL SUR,PH153616000,PH153601013,PH153600000
133346,Kalaw ES,ES,Public,7.945243,124.231748,Cawayan Kalaw,Marantao,LANAO DEL SUR,PH153616000,PH153616035,PH153600000
133362,Kialdan ES,ES,Public,7.973018,124.267466,Kialdan,Marantao,LANAO DEL SUR,PH153616000,PH153616036,PH153600000
133347,Limadatu ES,ES,Public,7.948667,124.234143,Banga-Pantar,Marantao,LANAO DEL SUR,PH153616000,PH153616105,PH153600000
133348,Luay PS,PS,Public,7.967531,124.212522,Inudaran Loway,Marantao,LANAO DEL SUR,PH153616000,PH153616109,PH153600000
133349,Lumbac PS,PS,Public,7.933889,124.225833,Inudaran Lumbac,Marantao,LANAO DEL SUR,PH153616000,PH153616047,PH153600000
215526,Matampay PS,PS,Public,7.986222,124.236617,Matampay,Marantao,LANAO DEL SUR,PH153616000,PH153602053,PH153600000
133351,Pagalongan PS,PS,Public,7.93008,124.221374,Pagalongan Bacayawan,Marantao,LANAO DEL SUR,PH153616000,PH153616061,PH153600000
133352,Pantar PS,PS,Public,7.957839,124.221081,Banga-Pantar,Marantao,LANAO DEL SUR,PH153616000,PH153616105,PH153600000
133353,Pindolonan PS,PS,Public,7.954281,124.237535,Camalig Bubong,Marantao,LANAO DEL SUR,PH153616000,PH153616018,PH153600000
133354,Ranao Bacolod PS,PS,Public,7.936384,124.230064,Inudaran Lumbac,Marantao,LANAO DEL SUR,PH153616000,PH153616047,PH153600000
133363,Ranaranao ES,ES,Public,7.9859,124.235222,Palao,Marantao,LANAO DEL SUR,PH153616000,PH153604030,PH153600000
133364,Sultan Disomimba CES,CES,Public,7.970388,124.260131,Punud Proper,Marantao,LANAO DEL SUR,PH153616000,PH153616072,PH153600000
133365,Sultan Disomimba CES - Annex,ES,Public,7.971,124.26049,Punud Proper,Marantao,LANAO DEL SUR,PH153616000,PH153616072,PH153600000
133355,Sultan Guro CES,CES,Public,7.937822,124.227744,Inudaran Campong,Marantao,LANAO DEL SUR,PH153616000,PH153616023,PH153600000
133366,Sultan Matanog PS,PS,Public,7.964492,124.254425,Palao,Marantao,LANAO DEL SUR,PH153616000,PH153604030,PH153600000
133357,Tuca-Camalig PS,PS,Public,7.954116,124.244913,Camalig (Pob.),Marantao,LANAO DEL SUR,PH153616000,PH153616022,PH153600000
475508,"Philippine Integrated School Foundation, Inc.- Marantao",PES,Private,7.937883,124.22715,Inudaran Campong,Marantao,LANAO DEL SUR,PH153616000,PH153616023,PH153600000
408729,Ma'had Camalig Al-Islamie,MD,Private,7.955633,124.242833,Poblacion,MARANTAO,LANAO DEL SUR,PH153616000,PH153605025,PH153600000
304963,Datu Calaca MNCHS,SHS,Public,7.972685,124.257964,Maul,Marantao,LANAO DEL SUR,PH153616000,PH153616055,PH153600000
324603,Datu Umpar Science High School,JHS,Public,7.989265,124.268286,Poona Marantao,Marantao,LANAO DEL SUR,PH153616000,PH153617103,PH153600000
318114,Sultan Guro MNHS,JHS,Public,7.941532,124.230344,Bubong Madanding (Bubong),Marantao,LANAO DEL SUR,PH153616000,PH153616107,PH153600000
318123,Western Lanao NHS,JHS,Public,7.981683,124.264112,Daanaingud,Marantao,LANAO DEL SUR,PH153616000,PH153616026,PH153600000
600314,MSU-Marantao Community High School,SUC,SUC ,7.938283333,124.2264833,Inudaran Campong,MARANTAO,LANAO DEL SUR,PH153616000,PH153616023,PH153600000
475508,"Philippine Integrated School Foundation, Inc.- Marantao",PJHS,Private,7.937883333,124.22715,Inudaran Campong,MARANTAO,LANAO DEL SUR,PH153616000,PH153616023,PH153600000
134948,Abdulazis ES,ES,Public,7.993482,124.264399,Cadayonan II,Marawi City,LANAO DEL SUR,PH153617000,PH153617027,PH153600000
134950,Banga PS,PS,Public,7.996759,124.244623,Banga,Marawi City,LANAO DEL SUR,PH153617000,PH153617006,PH153600000
134952,Basak ES,ES,Public,8.001764,124.272288,Basak Malutlut,Marawi City,LANAO DEL SUR,PH153617000,PH153617066,PH153600000
134953,Bito ES,ES,Public,8.018829,124.278244,Bito Buadi Itowa,Marawi City,LANAO DEL SUR,PH153617000,PH153617012,PH153600000
134955,Cabingan PS,PS,Public,8.001121,124.252619,Cabingan,Marawi City,LANAO DEL SUR,PH153617000,PH153617025,PH153600000
134956,Camp Bagong Amai Pakpak ES,ES,Public,8.002781,124.266686,Beyaba-Damag,Marawi City,LANAO DEL SUR,PH153617000,PH153617010,PH153600000
134957,Datu Tambak Etado PS,PS,Public,7.990766,124.256846,Rapasun Msu,Marawi City,LANAO DEL SUR,PH153617000,PH153617107,PH153600000
134958,Mipaga ES,ES,Public,8.026377,124.277451,Mipaga Proper,Marawi City,LANAO DEL SUR,PH153617000,PH153617075,PH153600000
218008,Pandi ES,ES,Public,8.008165,124.325215,Patani,Marawi City,LANAO DEL SUR,PH153617000,PH153617099,PH153600000
134960,Pendolanan ES,ES,Public,8.014971,124.260052,Emie Punud,Marawi City,LANAO DEL SUR,PH153617000,PH153617044,PH153600000
134962,Rorogagus ES,ES,Public,8.031425,124.289798,Rorogagus Proper,Marawi City,LANAO DEL SUR,PH153617000,PH153617112,PH153600000
134963,Sikap ES,ES,Public,7.990873,124.254288,Rapasun Msu,Marawi City,LANAO DEL SUR,PH153617000,PH153617107,PH153600000
134920,Sugod CES,CES,Public,8.005494,124.322291,Sugod Proper,Marawi City,LANAO DEL SUR,PH153617000,PH153617125,PH153600000
134964,Sultan Conding ES,ES,Public,8.001961,124.257103,Rapasun Msu,Marawi City,LANAO DEL SUR,PH153617000,PH153617107,PH153600000
406086,Aba-Al-Khail Computer School,PES,Private,,,Moncado Colony,Marawi City,LANAO DEL SUR,PH153617000,PH153617076,PH153600000
478025,"Al-Farabi International Academy(AFIA), Inc",PES,Private,,,Panggao Saduc,Marawi City,LANAO DEL SUR,PH153617000,PH153617090,PH153600000
478005,"Asnora Islamic Learning Center, Inc.",PES,Private,,,Norhaya Village,Marawi City,LANAO DEL SUR,PH153617000,PH153617142,PH153600000
478001,"Cali Paramedical College Foundation, Inc.",PES,Private,,,Banga,Marawi City,LANAO DEL SUR,PH153617000,PH153617006,PH153600000
478021,"Datu Blo Umpar Adiong Agricultural (BUAD AGRI) School Foundation, Inc.",PES,Private,,,Cadayonan,Marawi City,LANAO DEL SUR,PH153617000,PH153603016,PH153600000
406090,"Datu Mala Muslim Mindanao Islamic College Foundation, Inc.",PES,Private,,,Banggolo Poblacion,Marawi City,LANAO DEL SUR,PH153617000,PH153617008,PH153600000
478029,"Dhayfullah Islamic Institute, Inc.",MD,Private,,,Pugaan,Marawi City,LANAO DEL SUR,PH153617000,PH153617105,PH153600000
478019,Fountain Islamic Harvest Academy,PES,Private,,,Daguduban,Marawi City,LANAO DEL SUR,PH153617000,PH153617033,PH153600000
408084,Hadiyyah International School,PES,Private,,,Cadayonan,Marawi City,LANAO DEL SUR,PH153617000,PH153603016,PH153600000
406091,Ibn Siena Integrated School Foundation,PES,Private,,,Beyaba-Damag,Marawi City,LANAO DEL SUR,PH153617000,PH153617010,PH153600000
478027,Khadija Pilot Madrasah,MD,Private,,,Lilod Saduc,Marawi City,LANAO DEL SUR,PH153617000,PH153617058,PH153600000
478011,"Lanao Islamic Paramedical College Foundation, Inc.",PES,Private,,,Matampay,Marawi City,LANAO DEL SUR,PH153617000,PH153602053,PH153600000
408220,"MARAWI SMART KIDS LEARNING CENTER, INC",PES,Private,,,Banggolo Poblacion,Marawi City,LANAO DEL SUR,PH153617000,PH153617008,PH153600000
478008,"Masiricampo Abantas Memorial Educational Center, Inc.",PES,Private,,,Marawi Poblacion,Marawi City,LANAO DEL SUR,PH153617000,PH153617141,PH153600000
408285,MSU-ILS Employee Multi-Purpose Cooperative- Child Learning,PES,Private,,,Lomidong,Marawi City,LANAO DEL SUR,PH153617000,PH153617060,PH153600000
