,category,subcategory,name,geometry,lon,lat
450,education,elementary,Guinoyuran Elementary School,POINT (125.0049722 7.8951603),125.0049722,7.8951603
451,education,HS,CMU Laboratory High School,POINT (125.0497711 7.8509999),125.0497711,7.8509999
452,education,elementary,Lacag Elementary School,POINT (124.8113188 6.1540655),124.8113188,6.1540655
453,education,elem_HS,Guiling ELementary School,POINT (124.6606982 7.4761741),124.6606982,7.4761741
454,education,elementary,Tamparan Central Elementary School,POINT (124.3260696 7.877634),124.3260696,7.877634
455,education,elementary,Nacabuklad Elementary School,POINT (125.3390089 7.95627),125.3390089,7.95627
456,education,elementary,Dulay Elementary School,POINT (124.3188806 8.0275447),124.3188806,8.0275447
457,education,elem_HS,Bae Inumba Elm. Sch.,POINT (124.2794934 7.9857612),124.2794934,7.9857612
458,education,elementary,Bae Inomba Elementary School,POINT (124.2724761 8.0015576),124.2724761,8.0015576
459,education,elem_HS,Sultan Mamarinta Pandigan Memorial School,POINT (124.2909072 8.2688372),124.2909072,8.2688372
460,education,elementary,Mandulog Elementary School,POINT (124.314113 8.2380873),124.314113,8.2380873
461,education,elem_HS,Tubaran National Highschool,POINT (124.3033959 8.2432701),124.3033959,8.2432701
462,education,elementary,East II District Elementary School,POINT (124.3024724 8.2428191),124.3024724,8.2428191
463,education,elem_HS,Jamn Christian Academy,POINT (124.2564297 8.2450309),124.2564297,8.2450309
464,education,elementary,Diliman Elementary School,POINT (124.2600642 8.258136),124.2600642,8.258136
465,education,elem_HS,Matampay Elem. Sch.,POINT (124.2856714 8.015619299999999),124.2856714,8.0156193
466,education,elem_HS,Ilian Elem. School,POINT (124.2499489 7.9630971),124.2499489,7.9630971
467,education,elem_HS,Bae Simalao Elem. Sch.,POINT (124.2527342 7.9645534),124.2527342,7.9645534
468,education,elementary,Toliyok Elementary School,POINT (123.705251 8.4283039),123.705251,8.4283039
469,education,elem_HS,Benito S. Ong Memorial School,POINT (124.3299018 8.263833399999999),124.3299018,8.2638334
470,education,elementary,Sardab Elementary School North II District,POINT (124.3496641 8.2760167),124.3496641,8.2760167
471,education,elementary,Venancio Siarza Elementary School,POINT (124.3060988 8.260392400000001),124.3060988,8.2603924
472,education,elem_HS,Rufino Mangilisan Memorial School,POINT (124.3483542 8.2441885),124.3483542,8.2441885
473,education,elem_HS,Danao National Highschool,POINT (124.32022 8.247590000000001),124.32022,8.24759
474,education,elem_HS,Madrasat Namerah Al-Islamiah,POINT (124.319657 8.247976899999999),124.319657,8.2479769
475,education,elem_HS,Enchance Farmers Field School,POINT (124.3172028 8.2494388),124.3172028,8.2494388
476,education,elementary,Pinuyak Elementary School,POINT (123.75408 7.90941),123.75408,7.90941
477,education,elem_HS,Miguel E. Esmade Integrated School,POINT (123.81772 7.8841716),123.81772,7.8841716
478,education,elem_HS,Pagadian Capitol College,POINT (123.4475105 7.8327626),123.4475105,7.8327626
479,education,elem_HS,unnamed,POINT (124.6381508 6.3738268),124.6381508,6.3738268
480,education,elementary,Pagayawan Elementary School,POINT (124.0453337 8.121123000000001),124.0453337,8.121123
481,education,elementary,Don M. Concha Memorial Elementary School,POINT (124.0540338 6.6969407),124.0540338,6.6969407
482,education,elementary,Ragandang Elementary School,POINT (124.149416 6.6507459),124.149416,6.6507459
483,education,elem_HS,unnamed,POINT (124.2460813 6.7172356),124.2460813,6.7172356
484,education,elementary,Keytodac Elementary School,POINT (124.2591011 6.6667201),124.2591011,6.6667201
485,education,elem_HS,unnamed,POINT (124.2015886 6.6315089),124.2015886,6.6315089
486,education,elem_HS,unnamed,POINT (124.2975722 6.8049334),124.2975722,6.8049334
487,education,elem_HS,unnamed,POINT (124.1661914 7.0505316),124.1661914,7.0505316
488,education,elem_HS,unnamed,POINT (123.9850292 6.7791902),123.9850292,6.7791902
489,education,elementary,Crossing Simuay Central Elementary School,POINT (124.3055975 7.2802843),124.3055975,7.2802843
490,education,elementary,Hadji Edza Memo. Elementary School,POINT (124.2658169 7.2498084),124.2658169,7.2498084
491,education,elementary,Orandang Elementary School,POINT (124.342568 7.3622831),124.342568,7.3622831
492,education,elementary,San Isidro Elementary School,POINT (124.9675979 6.4558715),124.9675979,6.4558715
493,education,elementary,Danlag Elementary School,POINT (125.0042651 6.4726406),125.0042651,6.4726406
494,education,elementary,Purok Lote Elementary School,POINT (124.9868678 6.3897418),124.9868678,6.3897418
495,education,HS,Kiblat National High School,POINT (125.198536 6.3751666),125.198536,6.3751666
496,education,elem_HS,unnamed,POINT (125.1392665 6.3615991),125.1392665,6.3615991
497,education,elementary,Lamlifew Elementary School,POINT (125.2069219 6.3478392),125.2069219,6.3478392
498,education,elem_HS,unnamed,POINT (124.9095834 6.5934562),124.9095834,6.5934562
499,education,HS,Good Counsel High School,POINT (125.1373029 7.9705267),125.1373029,7.9705267
500,education,elementary,Margos Elementary School,POINT (123.6604425 7.9302754),123.6604425,7.9302754
501,education,HS,Mulondo National High School,POINT (124.3615608 7.9174693),124.3615608,7.9174693
502,education,elementary,Mimbalot Elementary School Building 1,POINT (124.1755803 8.179220600000001),124.1755803,8.1792206
503,education,elementary,Mimbalot Elementary School Building 2,POINT (124.1753692 8.179126),124.1753692,8.179126
504,education,elementary,Barra Elementary School,POINT (124.6079969 8.513945400000001),124.6079969,8.5139454
505,education,elem_HS,Riverdale School,POINT (124.6038069 8.5109919),124.6038069,8.5109919
506,education,elem_HS,Centerpoint College of Arts and Sciences,POINT (124.6836806 6.6902416),124.6836806,6.6902416
507,education,elem_HS,Sultan Kudarat Educational Institute,POINT (124.674408 6.6863764),124.674408,6.6863764
508,education,elem_HS,Sultan Kudarat State University,POINT (124.6780436 6.6914865),124.6780436,6.6914865
509,education,elem_HS,Valdez Mother and Child City College Inc,POINT (124.6737396 6.6860692),124.6737396,6.6860692
510,education,elem_HS,Jean Piaget System Inc.,POINT (124.6742019 6.6964096),124.6742019,6.6964096
511,education,elem_HS,Westshire Academy,POINT (124.5999792 8.5024772),124.5999792,8.5024772
512,education,elem_HS,Iponan National Highschool,POINT (124.6026965 8.4946807),124.6026965,8.4946807
513,education,elem_HS,Madrasah,POINT (124.2715602 8.255111599999999),124.2715602,8.2551116
514,education,elementary,Upper Hinaplanon Elementary School,POINT (124.2708796 8.2553348),124.2708796,8.2553348
515,education,elem_HS,"St. Estanislao Kostka College, Inc.",POINT (123.0945575 8.507505800000001),123.0945575,8.5075058
516,education,elem_HS,Montessori de Zamboanga - Main Campus,POINT (122.0775924 6.9311494),122.0775924,6.9311494
517,education,elem_HS,Asia Academic School,POINT (122.08653 6.9120638),122.08653,6.9120638
518,education,elem_HS,"Ferndale International School, Inc.",POINT (122.0806783 6.9160862),122.0806783,6.9160862
519,education,elementary,Immaculate Conception Archdiocesan School (Elementary & High School),POINT (122.0905895 6.9179714),122.0905895,6.9179714
520,education,elem_HS,unnamed,POINT (124.3454112 7.8416623),124.3454112,7.8416623
521,education,elem_HS,Marcelo Espinola School,POINT (122.5821276 7.7742757),122.5821276,7.7742757
522,education,elem_HS,"Marian College, Inc.",POINT (122.5839493 7.7828353),122.5839493,7.7828353
523,education,elem_HS,School of St. John the Baptist,POINT (123.8388888 8.3350233),123.8388888,8.3350233
524,education,HS,St. Joseph High School of Sinacaban,POINT (123.8416232 8.284927),123.8416232,8.284927
525,education,HS,Pilar High School,POINT (124.9786524 8.329735100000001),124.9786524,8.3297351
526,education,elem_HS,Davao Central College Basic Education,POINT (125.504086 7.0162491),125.504086,7.0162491
527,education,HS,Misamis Union High School,POINT (123.8372492 8.150717500000001),123.8372492,8.1507175
528,education,elem_HS,Immaculate Heart Academy,POINT (123.3594121 7.8159332),123.3594121,7.8159332
529,education,elementary,Jose Rizal Elementary School,POINT (125.4318818 6.9417474),125.4318818,6.9417474
530,education,elementary,Tubison Elementary School,POINT (125.4407304 6.9160185),125.4407304,6.9160185
531,education,elem_HS,Notre Dame-Siena College of Tacurong,POINT (124.6726775 6.6888111),124.6726775,6.6888111
532,education,elem_HS,Notre Dame of New Iloilo,POINT (124.7909983 6.5456583),124.7909983,6.5456583
533,education,elem_HS,Notre Dame of Norala,POINT (124.6665413 6.5198921),124.6665413,6.5198921
534,education,elem_HS,Notre Dame of Maitum,POINT (124.4974404 6.058243),124.4974404,6.058243
535,education,elem_HS,"Notre Dame of Dukay, Inc.",POINT (124.5489067 6.6804501),124.5489067,6.6804501
536,education,elem_HS,Notre Dame of Lamba,POINT (124.8206687 6.3522847),124.8206687,6.3522847
537,education,elem_HS,unnamed,POINT (123.851638 7.8549763),123.851638,7.8549763
538,education,elementary,Concepcion Elementary School,POINT (123.7216978 7.9172037),123.7216978,7.9172037
539,education,elementary,El Salvador Elementary School,POINT (123.72783 7.9294),123.72783,7.9294
540,education,elem_HS,Maranding Christian School,POINT (123.77326 7.92959),123.77326,7.92959
541,education,elementary,North Central Mindanao College Elementary School,POINT (123.7767572 7.921962),123.7767572,7.921962
542,education,elementary,Maranding Central Elementary School,POINT (123.77646 7.92611),123.77646,7.92611
543,education,elementary,Savedra Elementary School,POINT (123.76934 7.92003),123.76934,7.92003
544,education,elementary,Mabugnao Elementary School,POINT (123.83567 7.86368),123.83567,7.86368
545,education,elementary,Donggoan Elementary School,POINT (123.71033 7.91309),123.71033,7.91309
546,education,elementary,Macatabo Elementary School,POINT (125.3522833 7.1749374),125.3522833,7.1749374
547,education,elementary,"Datu Manguda Mangilay, Elementary School",POINT (124.2667698 7.2560683),124.2667698,7.2560683
548,education,elem_HS,The Notre Dame of Kabacan Inc.,POINT (124.8292129 7.1051839),124.8292129,7.1051839
549,education,elem_HS,St.Luke's Institute,POINT (124.8287068 7.1067871),124.8287068,7.1067871
550,education,elementary,Bala Elementary School,POINT (125.3691557 7.2050519),125.3691557,7.2050519
551,education,elementary,Mangas-as Elementary School,POINT (125.3130935 7.2053167),125.3130935,7.2053167
552,education,elementary,Siao Elementary School,POINT (125.3864935 7.2733075),125.3864935,7.2733075
553,education,elem_HS,Sibulan National Highschool,POINT (125.4051268 6.9674935),125.4051268,6.9674935
554,education,elementary,Rizal Elementary School,POINT (125.4024258 6.988518),125.4024258,6.988518
555,education,elementary,Tudaya Elementary School,POINT (125.3510267 6.9578103),125.3510267,6.9578103
556,education,HS,Tudaya National High School,POINT (125.350686 6.95629),125.350686,6.95629
557,education,elementary,Maluan Elementary School,POINT (125.2961406 7.4178652),125.2961406,7.4178652
558,education,elem_HS,San Jose Academy Dumingag,POINT (123.3431367 8.1548341),123.3431367,8.1548341
559,education,HS,Santa Maria Goretti High School,POINT (123.4391747 8.1258392),123.4391747,8.1258392
560,education,elem_HS,unnamed,POINT (125.455606 7.4549806),125.455606,7.4549806
561,education,HS,Kasalungay National High School,POINT (125.1086904 8.175303700000001),125.1086904,8.1753037
562,education,elem_HS,unnamed,POINT (124.8285913 6.5136968),124.8285913,6.5136968
563,education,elem_HS,Christian School for Life,POINT (124.6534756 8.4804469),124.6534756,8.4804469
564,education,HS,Bongoga Agriculture High School,POINT (124.41359 8.2355804),124.41359,8.2355804
565,education,elementary,Kabangahan Elementary School,POINT (124.4095054 8.2353939),124.4095054,8.2353939
566,education,elementary,Kabangahan 1 Elementary School,POINT (124.3709122 8.247061199999999),124.3709122,8.2470612
567,education,elementary,Laranjo Elementary,POINT (124.3909987 8.242365400000001),124.3909987,8.2423654
568,education,elem_HS,Sta. Cruz National high School 2,POINT (125.4148159 6.8325741),125.4148159,6.8325741
569,education,elementary,Ebenezer School - Highschool and Elementary,POINT (122.0235849 6.9232678),122.0235849,6.9232678
570,education,elementary,Kibangay Elementary School,POINT (124.8951894 8.046393500000001),124.8951894,8.0463935
571,education,elementary,"Kalugmanan, Elementary School",POINT (124.8604971 8.2759862),124.8604971,8.2759862
572,education,HS,Edwards National High School,POINT (124.8182991 6.241734),124.8182991,6.241734
573,education,elementary,Cawayan Elementary School,POINT (124.9223618 8.0471293),124.9223618,8.0471293
574,education,elementary,Old Kibangay Elementary School,POINT (124.9037285 8.057157999999999),124.9037285,8.057158
575,education,HS,Xavier de Kibangay High School,POINT (124.8999552 8.052569500000001),124.8999552,8.0525695
576,education,elem_HS,"Sacred Heart Diocesan School, Inc.",POINT (123.4848215 8.0931511),123.4848215,8.0931511
577,education,elementary,Mimbalawag Elementary School,POINT (124.5262995 7.5755032),124.5262995,7.5755032
578,education,HS,"Panaon Community High School, Inc.",POINT (123.8389222 8.366453399999999),123.8389222,8.3664534
579,education,elem_HS,San Isidro Academy,POINT (123.8426983 8.246356799999999),123.8426983,8.2463568
580,education,HS,"Holy Child High School, Inc.",POINT (123.861467 8.200654999999999),123.861467,8.200655
581,education,HS,"St. Michael’s High School, Inc.",POINT (123.7478057 8.062514200000001),123.7478057,8.0625142
582,education,elem_HS,"Santa Maria Goretti College, Inc.",POINT (123.4372818 8.1257047),123.4372818,8.1257047
583,education,elem_HS,Fashion Institute of the Philippines,POINT (124.6420728 8.4761243),124.6420728,8.4761243
584,education,elem_HS,Good Shepherd Christian School,POINT (124.6314296 8.4747626),124.6314296,8.4747626
585,education,elem_HS,Starland International School,POINT (124.6235216 8.4989837),124.6235216,8.4989837
586,education,elem_HS,Educare,POINT (125.0945465 7.911378),125.0945465,7.911378
587,education,elem_HS,"Summer Hill School Foundation, Inc.",POINT (124.6276154 8.4918662),124.6276154,8.4918662
588,education,elem_HS,unnamed,POINT (125.4294866 7.2872437),125.4294866,7.2872437
589,education,elem_HS,SKSU-Lutayan Campus,POINT (124.8765999 6.5707989),124.8765999,6.5707989
590,education,elem_HS,East Marahan Primary School,POINT (125.265491 7.4175487),125.265491,7.4175487
591,education,elementary,New Sabang Elementary School,POINT (125.2994263 7.3674306),125.2994263,7.3674306
592,education,elem_HS,Paradise Embac Beam Annex School,POINT (125.507724 7.3808664),125.507724,7.3808664
593,education,elem_HS,RABAR Review Center,POINT (124.6297482 8.4827903),124.6297482,8.4827903
594,education,elem_HS,Good Shepherd Christian School,POINT (124.6313812 8.4747485),124.6313812,8.4747485
595,education,HS,Liceo de Cagayan University - Senior High School Campus,POINT (124.6421367 8.4703403),124.6421367,8.4703403
596,education,elem_HS,Green Advanced Kest,POINT (125.0615682 6.2039495),125.0615682,6.2039495
597,education,HS,Pagadian City Science High School,POINT (123.4470473 7.8306576),123.4470473,7.8306576
598,education,elementary,Gaulan Elementary School,POINT (122.7549393 7.765637),122.7549393,7.765637
599,education,elem_HS,Jamiatul Muslim Mindanao,POINT (124.2850925 8.011657),124.2850925,8.011657
600,education,elem_HS,College of Law,POINT (124.259018 7.9930974),124.259018,7.9930974
601,education,elem_HS,Jamiatul Philippine Al-Islamia,POINT (124.2832127 7.999963),124.2832127,7.999963
602,education,elementary,Lumbac Alog Elementary School,POINT (124.2404642 7.7805761),124.2404642,7.7805761
603,education,elementary,Lalapung Elementary School,POINT (124.2221215 7.7734377),124.2221215,7.7734377
604,education,elem_HS,Lanao Agricultural College,POINT (124.2551684 7.7843214),124.2551684,7.7843214
605,education,elem_HS,Mahad Buade Lolongun Nurol Islam,POINT (124.2498181 7.7702851),124.2498181,7.7702851
606,education,HS,Andong National High School,POINT (124.2219544 7.758131),124.2219544,7.758131
607,education,elem_HS,Learning School for Multiple Intelligence,POINT (124.2805228 8.0125984),124.2805228,8.0125984
608,education,elem_HS,Buad Primary School,POINT (124.2509625 7.7709343),124.2509625,7.7709343
609,education,elementary,Macadar Central Elementary School,POINT (124.2222113 7.758429),124.2222113,7.758429
610,education,elementary,Patpat Elementary School,POINT (124.8720963 8.529443199999999),124.8720963,8.5294432
611,education,elementary,Upper Ipuan Elementary School,POINT (125.0661144 7.1695977),125.0661144,7.1695977
612,education,elem_HS,BSCA,POINT (125.1411397 8.055502300000001),125.1411397,8.0555023
613,education,elementary,Linoguayan Elementary School,POINT (123.1671828 7.5387107),123.1671828,7.5387107
614,education,HS,Kabatan National High School,POINT (123.1701238 7.5127526),123.1701238,7.5127526
615,education,elementary,Kiogam Elementary School,POINT (125.242939 5.8131598),125.242939,5.8131598
616,education,elem_HS,BUKIDNON STATE UNIVERSITY DAMULOG SATELLITE CAMPUS,POINT (124.9348007 7.4843791),124.9348007,7.4843791
617,education,elementary,Balutakay Elementary School,POINT (125.3442621 6.7223855),125.3442621,6.7223855
618,education,elementary,Romaguera Elementary School,POINT (125.3573593 6.6623724),125.3573593,6.6623724
619,education,elementary,Gadeco Elementary School,POINT (125.3759658 6.6932723),125.3759658,6.6932723
620,education,elementary,Elian Elementary School,POINT (125.3058416 7.8797413),125.3058416,7.8797413
621,education,elem_HS,Kauswagan Elem. School,POINT (125.2880038 7.8872608),125.2880038,7.8872608
622,education,elem_HS,1 AND ALL Technical School,POINT (124.6379613 8.4732409),124.6379613,8.4732409
623,education,elementary,Mikasili Elementary School,POINT (125.0464176 7.4187336),125.0464176,7.4187336
624,education,elementary,Lourdes Village Elementary School,POINT (124.6103615 7.9139678),124.6103615,7.9139678
625,education,elem_HS,Zamboanga State College and Marine Sciences and Technology - Campus B,POINT (122.0833092 6.9013765),122.0833092,6.9013765
626,education,elem_HS,St. Gregory Technical School,POINT (124.6379727 8.4758484),124.6379727,8.4758484
627,education,elem_HS,"ST. BENEDICT COLLEGE OF SOUTH EAST ASIA, INC.",POINT (125.2819225 6.7547637),125.2819225,6.7547637
628,education,elem_HS,"Western Bukidnon Academy, Inc.",POINT (124.6561078 7.9105727),124.6561078,7.9105727
629,education,elementary,Quarry Elementary School,POINT (124.7059599 7.8911238),124.7059599,7.8911238
630,education,elementary,Bato-bato Elementary School,POINT (122.2555482 6.6471202),122.2555482,6.6471202
631,education,elementary,Pedro P. Santos Memorial Elementary School,POINT (124.7251806 6.7584493),124.7251806,6.7584493
632,education,elementary,Landang Laum Elementary School,POINT (122.2468391 6.9692374),122.2468391,6.9692374
633,education,elementary,Lux Elementary School,POINT (122.4038503 7.9841349),122.4038503,7.9841349
634,education,elem_HS,Bukuttua Primary School – Annex Ⅱ,POINT (121.8072139 6.1674087),121.8072139,6.1674087
635,education,elementary,Babag Elementary School,POINT (121.954079 6.341968),121.954079,6.341968
636,education,elementary,Pisak-pisak Elementary School,POINT (122.0188162 6.3304069),122.0188162,6.3304069
637,education,elementary,Bukutumus Elementary School,POINT (122.0234013 6.3469573),122.0234013,6.3469573
638,education,elementary,Ulitan Elementary School,POINT (122.0998364 6.4783555),122.0998364,6.4783555
639,education,elementary,Cabengbeng Elementary School,POINT (122.0802285 6.4742585),122.0802285,6.4742585
640,education,elementary,Bohe Suyak Elementary School,POINT (122.1050067 6.4585084),122.1050067,6.4585084
641,education,elementary,Lawi-lawi Elementary School,POINT (121.8089738 6.595595),121.8089738,6.595595
642,education,HS,"Katipunan High School, Sumalili Extension",POINT (125.214542 7.4979885),125.214542,7.4979885
643,education,elementary,Gatas Elementary School,POINT (122.6079503 7.9279207),122.6079503,7.9279207
644,education,elementary,Salucot Elementary School,POINT (124.6425512 8.0498794),124.6425512,8.0498794
645,education,elementary,Makiang Elementary School,POINT (122.133421 7.7016523),122.133421,7.7016523
646,education,elem_HS,Central Bukidnon Institute,POINT (125.1021516 7.9470828),125.1021516,7.9470828
647,education,elementary,Balangasan Central Elementary School,POINT (123.4301875 7.8267811),123.4301875,7.8267811
648,education,elementary,Taboc Elementary School,POINT (123.8147512 8.476471099999999),123.8147512,8.4764711
649,education,elementary,Mokamadali Elementary School,POINT (124.286706 7.1625387),124.286706,7.1625387
650,education,elementary,Gusa Elementary School,POINT (124.6828964 8.476296),124.6828964,8.476296
651,education,HS,Lapasan National High School – Gusa Annex,POINT (124.6826819 8.4762694),124.6826819,8.4762694
652,education,elem_HS,unnamed,POINT (124.294365 7.37889),124.294365,7.37889
653,education,elem_HS,unnamed,POINT (124.314023 7.4401428),124.314023,7.4401428
654,education,elem_HS,unnamed,POINT (124.3209457 7.3956583),124.3209457,7.3956583
655,education,elem_HS,unnamed,POINT (124.338246 7.3926526),124.338246,7.3926526
656,education,elem_HS,unnamed,POINT (124.1817686 7.6630235),124.1817686,7.6630235
657,education,elem_HS,unnamed,POINT (124.1710424 7.6848286),124.1710424,7.6848286
658,education,elem_HS,Salvador Trade School,POINT (123.8397145 7.9015317),123.8397145,7.9015317
659,education,elem_HS,Pili Primary School,POINT (123.8431357 7.8389992),123.8431357,7.8389992
660,education,HS,Immaculate Conception High School,POINT (125.0049176 7.8963269),125.0049176,7.8963269
661,education,elementary,Datal Tampal Elementary School,POINT (125.2154303 6.3323682),125.2154303,6.3323682
662,education,elementary,Sumagdang Elementary School,POINT (121.9623466 6.6948773),121.9623466,6.6948773
663,education,elementary,San Isidro Central Elementary School,POINT (125.1917874 7.9627881),125.1917874,7.9627881
664,education,elementary,Punung Elementary School,POINT (124.2661871 7.7571193),124.2661871,7.7571193
665,education,elem_HS,Tabuan Primary School,POINT (124.1155609 7.8153752),124.1155609,7.8153752
666,education,elementary,Datu Dimaudtang Dilangalen Elementary School,POINT (124.4881171 7.128863),124.4881171,7.128863
667,education,elementary,Salih Ututalum Elementary School,POINT (121.0011998 6.0506461),121.0011998,6.0506461
668,education,elementary,Panducan Elementary School,POINT (121.6195491 6.5632541),121.6195491,6.5632541
669,education,elem_HS,Salisa Primary School,POINT (121.6066474 6.6668194),121.6066474,6.6668194
670,education,elem_HS,Calayan Primary School,POINT (121.8458819 6.5876995),121.8458819,6.5876995
671,education,elementary,Abong-abong Elementary School,POINT (121.9145042 6.5078456),121.9145042,6.5078456
672,education,elem_HS,Pali Primary School,POINT (121.9223567 6.4804781),121.9223567,6.4804781
673,education,elem_HS,Bagoa-ingud Primary School,POINT (124.3497866 7.9155778),124.3497866,7.9155778
674,education,elem_HS,Tubok Primary School,POINT (124.3312938 7.879843),124.3312938,7.879843
675,education,elem_HS,Asaron Primary School,POINT (119.8757663 5.0974962),119.8757663,5.0974962
676,education,elem_HS,Tinutungan Primary School,POINT (122.0228774 6.3308537),122.0228774,6.3308537
677,education,elem_HS,Patok-patok Primary School,POINT (119.8717857 5.0796278),119.8717857,5.0796278
678,education,elem_HS,Buai Primary school,POINT (119.926907 5.1023014),119.926907,5.1023014
679,education,elem_HS,Sumbilang Primary School,POINT (119.9905193 5.1588359),119.9905193,5.1588359
680,education,elem_HS,Tahaw Primary School,POINT (120.2515278 5.4452477),120.2515278,5.4452477
681,education,elem_HS,Maraning Primary School,POINT (120.0134569 5.2307823),120.0134569,5.2307823
682,education,elem_HS,Bakkaw-bakkaw Primary School,POINT (120.0564927 5.2562775),120.0564927,5.2562775
683,education,elem_HS,Darussalam Primary School,POINT (120.0863224 5.2509006),120.0863224,5.2509006
684,education,elem_HS,Pamasan Primary School,POINT (120.2867041 5.107135),120.2867041,5.107135
685,education,elem_HS,Bukut Primary School,POINT (120.2493771 5.0712073),120.2493771,5.0712073
686,education,elementary,Simanta Elementary School,POINT (122.2513224 7.2771432),122.2513224,7.2771432
687,education,elem_HS,Bato Primary School,POINT (120.255712 5.2557429),120.255712,5.2557429
688,education,elem_HS,Nusa-nusa Primary School,POINT (120.6422027 5.2230059),120.6422027,5.2230059
689,education,elementary,San Lorenzo Elementary School,POINT (125.0673614 7.6170115),125.0673614,7.6170115
690,education,elementary,VALBUECO Elementary School,POINT (125.0970308 8.017546599999999),125.0970308,8.0175466
691,education,elem_HS,Lamlabong Integrated School,POINT (124.9998718 5.9703021),124.9998718,5.9703021
692,education,elem_HS,Anecito Bartulaba Integrated School,POINT (125.3703707 5.8452973),125.3703707,5.8452973
693,education,elem_HS,Christian Samaritan School,POINT (124.7514475 8.5014574),124.7514475,8.5014574
694,education,elementary,Bulod Elementary School,POINT (124.6605027 6.8795888),124.6605027,6.8795888
695,education,HS,Bulod National High School,POINT (124.6598589 6.8794716),124.6598589,6.8794716
696,education,elementary,Glamang Elementary School,POINT (125.1471667 6.6851781),125.1471667,6.6851781
697,education,elementary,Patulangon Elementary School,POINT (125.4305544 6.8668849),125.4305544,6.8668849
698,education,elementary,Bagor Elementary School,POINT (124.8970629 7.564559),124.8970629,7.564559
699,education,elementary,Waterfall Elementary School,POINT (125.2002991 6.5911591),125.2002991,6.5911591
700,education,elementary,Latian Elementary School,POINT (125.2581724 6.5627986),125.2581724,6.5627986
701,education,elementary,Maligue Elementary School,POINT (121.9655316 6.6502351),121.9655316,6.6502351
702,education,HS,Malinao National High School,POINT (125.2983879 6.6598942),125.2983879,6.6598942
703,education,elementary,Malinao Elementary School,POINT (125.2985575 6.6614084),125.2985575,6.6614084
704,education,elem_HS,Hadji Yahya I. Pailan Primary School,POINT (119.8651541 5.1513523),119.8651541,5.1513523
705,education,elem_HS,Sitimpah Primary School Annex,POINT (119.7928937 5.0659815),119.7928937,5.0659815
706,education,elem_HS,Lupa Pula Primary School,POINT (119.8221006 5.0751249),119.8221006,5.0751249
707,education,elem_HS,Logpond Primary School,POINT (119.8133492 5.0726114),119.8133492,5.0726114
708,education,elem_HS,Lato-lato Primary School,POINT (119.7893417 5.0509359),119.7893417,5.0509359
709,education,elem_HS,Pakias Primary School,POINT (119.7545852 5.0380837),119.7545852,5.0380837
710,education,elementary,Luuk Pangdan Elementary School,POINT (119.7573713 5.0537619),119.7573713,5.0537619
711,education,elem_HS,Tawi-tawi School of Arts and Trades,POINT (119.7715555 5.0258742),119.7715555,5.0258742
712,education,elementary,Pag-asa Elementary School,POINT (119.7704746 5.0264038),119.7704746,5.0264038
713,education,elementary,Bongao Central Elementary School,POINT (119.7720063 5.028119),119.7720063,5.028119
714,education,elementary,Bongao Elementary School,POINT (119.7712278 5.0273075),119.7712278,5.0273075
715,education,elementary,Bongao Central Laboratory Elementary School,POINT (119.7723467 5.028449),119.7723467,5.028449
716,education,elem_HS,Datu Halun Laboratory School,POINT (119.772584 5.0285826),119.772584,5.0285826
717,education,elementary,Datu Halun Pilot Elementary School,POINT (119.7730814 5.0281872),119.7730814,5.0281872
718,education,elementary,Datu Halun Central Elementary School,POINT (119.7725291 5.0273557),119.7725291,5.0273557
719,education,elementary,Luuk Banca Elementary School,POINT (119.7669644 5.0305083),119.7669644,5.0305083
720,education,HS,"Immaculate Conception High School, Inc.",POINT (123.3134479 7.4563444),123.3134479,7.4563444
721,education,elementary,Blasan Elementary School,POINT (125.1026375 6.7049581),125.1026375,6.7049581
722,education,elem_HS,Lupahpula Primary School Annex II,POINT (121.8186737 6.140408),121.8186737,6.140408
723,education,elementary,Lubbak Elementary School,POINT (121.8530825 6.1345266),121.8530825,6.1345266
724,education,elem_HS,Bakkaan Primary School,POINT (121.5240522 5.9945879),121.5240522,5.9945879
725,education,elementary,East Tattalan Elementary School,POINT (121.8442396 6.2293818),121.8442396,6.2293818
726,education,HS,Tongkil National High School,POINT (121.784175 6.0706871),121.784175,6.0706871
727,education,elem_HS,Sipak Primary School,POINT (121.6575901 6.0023076),121.6575901,6.0023076
728,education,elementary,Ihan Elementary School,POINT (125.2334838 6.5729016),125.2334838,6.5729016
729,education,elementary,Jose F. Lanoza Elementary School,POINT (125.4181406 6.5136932),125.4181406,6.5136932
730,education,elementary,Jose T. Arranguez SR. Elementary School,POINT (125.2303247 6.5941722),125.2303247,6.5941722
731,education,elementary,Tacul Elementary School,POINT (125.165988 6.5784815),125.165988,6.5784815
732,education,elem_HS,Philsouth maritime training center,POINT (125.151985 6.0767229),125.151985,6.0767229
733,education,elem_HS,Bukidnon State University - Kalilangan Extension Campus,POINT (124.7499169 7.7476261),124.7499169,7.7476261
734,education,elementary,Balnate Elementary School,POINT (125.1176689 6.7525608),125.1176689,6.7525608
735,education,elementary,Lahing-lahing Elementary School,POINT (121.4149683 5.9962363),121.4149683,5.9962363
736,education,elementary,Kasulutan Elementary School,POINT (121.3800114 5.932567),121.3800114,5.932567
737,education,elem_HS,Kanpagayoh Primary School Annex,POINT (121.2946032 5.9266482),121.2946032,5.9266482
